,CASENUM,VEH_NO,MDRDSTRDNAME
95356,201902233724,2,Not Distracted
95357,201902233725,1,Not Reported
95358,201902233725,2,Not Reported
95359,201902233729,1,Not Reported
95360,201902233730,1,Not Distracted
95361,201902233788,1,Not Distracted
95362,201902233788,2,Not Distracted
95363,201902233794,1,Not Reported
95364,201902233794,2,Not Reported
95365,201902233806,1,Not Distracted
95366,201902233814,1,Not Reported
95367,201902233814,2,Not Reported
95368,201902233834,1,Not Reported
95369,201902233834,2,Not Reported
95370,201902233868,1,Not Reported
95371,201902233868,2,Not Reported
95372,201902233884,1,Not Distracted
95373,201902233902,1,Not Reported
95374,201902233902,2,Not Reported
95375,201902233909,1,Not Reported
95376,201902233909,2,Not Reported
95377,201902233930,1,Not Reported
95378,201902233930,2,Not Reported
95379,201902233959,1,By Other Occupant(s)
95380,201902233960,1,Not Reported
95381,201902233960,2,Not Reported
95382,201902233960,3,Not Reported
95383,201902233962,1,Not Reported
95384,201902233962,2,Not Reported
95385,201902234038,1,Not Reported
95386,201902234038,2,Distraction/Inattention
95387,201902234043,1,Not Reported
95388,201902234043,2,Not Reported
95389,201902234071,1,Not Reported
95390,201902234071,2,Distraction/Inattention
95391,201902234094,1,Not Reported
95392,201902234094,2,Not Reported
95393,201902234094,3,Not Reported
95394,201902234132,1,Not Reported
95395,201902234132,2,Not Reported
95396,201902234141,1,Not Reported
95397,201902234141,2,Not Reported
95398,201902234141,3,Not Reported
95399,201902234148,1,Not Reported
95400,201902234148,2,Not Reported
95401,201902234178,1,Not Reported
95402,201902234178,2,Not Reported
95403,201902234186,1,Not Reported
95404,201902234186,2,Not Reported
95405,201902234215,1,Not Reported
95406,201902234215,2,Not Reported
95407,201902234216,1,Not Reported
95408,201902234216,2,Not Reported
95409,201902234222,1,Reported as Unknown if Distracted
95410,201902234225,1,Not Reported
95411,201902234225,2,Not Reported
95412,201902234226,1,Not Distracted
95413,201902234229,1,Not Reported
95414,201902234229,2,Not Reported
95415,201902234246,1,Not Reported
95416,201902234246,2,Not Reported
95417,201902234273,1,Not Reported
95418,201902234288,1,Not Reported
95419,201902234288,2,Not Reported
95420,201902234294,1,Not Reported
95421,201902234294,2,Not Reported
95422,201902234304,1,Not Reported
95423,201902234304,2,Not Reported
95424,201902234331,1,Not Reported
95425,201902234331,2,Not Reported
95426,201902234332,1,Not Reported
95427,201902234335,1,Not Reported
95428,201902234335,2,Not Reported
95429,201902234336,1,Distraction/Inattention
95430,201902234338,1,Not Reported
95431,201902234338,2,Not Reported
95432,201902234338,3,Not Reported
95433,201902234433,1,Not Reported
95434,201902234433,2,Not Reported
95435,201902234459,1,Not Reported
95436,201902234459,2,Not Reported
95437,201902234506,1,Not Reported
95438,201902234506,2,Not Reported
95439,201902234515,1,Other Mobile Phone Related
95440,201902234558,1,Not Distracted
95441,201902234558,2,Not Distracted
95442,201902234559,1,Not Distracted
95443,201902234559,2,Not Distracted
95444,201902234559,3,Not Distracted
95445,201902234561,1,Not Distracted
95446,201902234569,1,Not Distracted
95447,201902234569,2,Not Distracted
95448,201902234619,1,Not Distracted
95449,201902234619,2,Not Distracted
95450,201902234671,1,Not Distracted
95451,201902234671,2,Not Distracted
95452,201902235760,1,Not Reported
95453,201902235765,1,Not Reported
95454,201902235765,2,Not Reported
95455,201902235767,1,Not Reported
95456,201902235767,2,Not Reported
95457,201902235774,1,Not Reported
95458,201902235774,2,Not Reported
95459,201902235808,1,Not Reported
95460,201902235808,2,Not Reported
95461,201902236451,1,Not Reported
95462,201902236451,2,Not Reported
95463,201902236453,1,"Inattention (Inattentive), Details Unknown"
95464,201902236453,2,Not Reported
95465,201902236456,1,Not Reported
95466,201902236456,2,Not Reported
95467,201902236458,1,Not Reported
95468,201902236459,1,Not Reported
95469,201902236462,1,Not Reported
95470,201902236463,1,Not Reported
95471,201902236463,2,Not Reported
95472,201902236465,1,Not Reported
95473,201902236465,2,Not Reported
95474,201902236470,1,Not Reported
95475,201902236470,2,Not Reported
95476,201902236478,1,Not Reported
95477,201902236478,2,Not Reported
95478,201902236484,1,Not Reported
95479,201902236484,2,Not Reported
95480,201902236484,3,Not Reported
95481,201902236491,1,Not Reported
95482,201902236491,2,Not Reported
95483,201902236494,1,Not Reported
95484,201902236494,2,Reported as Unknown if Distracted
95485,201902236566,1,"Inattention (Inattentive), Details Unknown"
95486,201902236566,2,Not Reported
95487,201902236566,3,Not Reported
95488,201902236571,1,Not Reported
95489,201902236571,2,Not Reported
95490,201902236571,3,Not Reported
95491,201902236604,1,Not Reported
95492,201902236677,1,Not Reported
95493,201902236677,2,Not Reported
95494,201902236692,1,Not Reported
95495,201902236692,2,Not Reported
95496,201902236773,1,Not Reported
95497,201902236773,2,Not Reported
95498,201902236791,1,Not Reported
95499,201902236791,2,Not Reported
95500,201902236791,3,Not Reported
95501,201902236842,1,Not Reported
95502,201902236842,2,Not Reported
95503,201902236842,3,Not Reported
95504,201902236842,4,Not Reported
95505,201902236971,1,Not Reported
95506,201902236971,2,Not Reported
95507,201902236986,1,Not Reported
95508,201902236986,2,Not Reported
95509,201902237006,1,Not Reported
95510,201902237006,2,Not Reported
95511,201902237006,3,Not Reported
95512,201902237021,1,Not Reported
95513,201902237021,2,Not Reported
95514,201902237047,1,Not Reported
95515,201902237060,1,Not Reported
95516,201902237060,2,Not Reported
95517,201902237093,1,Not Reported
95518,201902237094,1,Not Reported
95519,201902237094,2,Not Reported
95520,201902237100,1,Not Reported
95521,201902237100,2,Not Reported
95522,201902237110,1,Not Reported
95523,201902237110,2,Not Reported
95524,201902237110,3,Not Reported
95525,201902237130,1,Not Reported
95526,201902237153,1,Not Reported
95527,201902237162,1,Not Reported
95528,201902237162,2,Not Reported
95529,201902237168,1,Not Reported
95530,201902237168,2,Not Reported
95531,201902237168,3,Not Reported
95532,201902237168,4,Not Reported
95533,201902237168,5,Not Reported
95534,201902237173,1,Not Reported
95535,201902237175,1,Not Reported
95536,201902237175,2,Not Reported
95537,201902237178,1,Not Reported
95538,201902237183,1,Not Reported
95539,201902237187,1,Not Reported
95540,201902237187,2,Not Reported
95541,201902237197,1,Not Reported
95542,201902237197,2,Not Reported
95543,201902237199,1,Not Reported
95544,201902237202,1,Other Mobile Phone Related
95545,201902237202,2,Not Reported
95546,201902237224,1,Not Reported
95547,201902237254,1,Adjusting Audio Or Climate Controls
95548,201902237254,2,Not Reported
95549,201902237254,3,Not Reported
95550,201902237256,1,Not Reported
95551,201902237269,1,Not Reported
95552,201902237269,2,Not Reported
95553,201902237271,1,Not Reported
95554,201902237277,1,Not Reported
95555,201902237277,2,Not Reported
95556,201902237281,1,Not Reported
95557,201902237292,1,Not Reported
95558,201902237292,2,Not Reported
95559,201902237295,1,Not Reported
95560,201902237306,1,Not Reported
95561,201902237306,2,Not Reported
95562,201902237308,1,Not Reported
95563,201902237308,2,Not Reported
95564,201902237328,1,Not Reported
95565,201902237328,2,Not Reported
95566,201902237336,1,Not Reported
95567,201902237351,1,Not Reported
95568,201902237351,2,Not Reported
95569,201902237351,3,Not Reported
95570,201902237364,1,Not Reported
95571,201902237364,2,Not Reported
95572,201902237370,1,Not Reported
95573,201902237370,2,Not Reported
95574,201902237373,1,Not Reported
95575,201902237373,2,Not Reported
95576,201902237376,1,Not Reported
95577,201902237401,1,Not Reported
95578,201902237401,2,Not Reported
95579,201902237421,1,Not Reported
95580,201902237425,1,Not Reported
95581,201902237425,2,Not Reported
95582,201902237426,1,Not Reported
95583,201902237426,2,Not Reported
95584,201902237430,1,Not Reported
95585,201902237434,1,Not Reported
95586,201902237434,2,Not Reported
95587,201902237442,1,Not Reported
95588,201902237463,1,Not Reported
95589,201902237463,2,Not Reported
95590,201902237474,1,Not Reported
95591,201902237474,2,Not Reported
95592,201902237474,3,Not Reported
95593,201902237502,1,Not Reported
95594,201902237502,2,Not Reported
95595,201902237518,1,Not Reported
95596,201902237527,1,Not Reported
95597,201902237527,2,Not Reported
95598,201902237530,1,Not Reported
95599,201902237530,2,Not Reported
95600,201902237538,1,Not Reported
95601,201902237538,2,Not Reported
95602,201902237563,1,Not Reported
95603,201902237573,1,Not Reported
95604,201902237580,1,Not Reported
95605,201902237609,1,Not Reported
95606,201902237609,2,Distraction/Inattention
95607,201902237637,1,Not Reported
95608,201902237637,2,Not Reported
95609,201902237637,3,Not Reported
95610,201902237648,1,Not Reported
95611,201902237656,1,Distraction/Inattention
95612,201902237669,1,"Distraction (Distracted), Details Unknown"
95613,201902237747,1,Not Reported
95614,201902237747,2,Not Reported
95615,201902237798,1,Not Distracted
95616,201902237798,2,Not Distracted
95617,201902237821,1,Not Reported
95618,201902237821,2,Not Reported
95619,201902237826,1,Not Reported
95620,201902237826,2,Not Reported
95621,201902237841,1,While Using or Reaching for Device/Object Brought into Vehicle
95622,201902237841,2,Not Reported
95623,201902237863,1,Not Distracted
95624,201902237863,2,Not Distracted
95625,201902237908,1,Not Distracted
95626,201902237908,2,Not Distracted
95627,201902237927,1,Not Distracted
95628,201902237937,1,Not Distracted
95629,201902237937,2,Not Distracted
95630,201902237950,1,Not Reported
95631,201902237950,2,Not Reported
95632,201902237965,1,Not Distracted
95633,201902239420,1,Not Reported
95634,201902239462,1,Not Distracted
95635,201902239463,1,Not Distracted
95636,201902240119,1,Not Reported
95637,201902240119,2,Not Reported
95638,201902240128,1,Not Reported
95639,201902240128,2,Not Reported
95640,201902240136,1,Not Reported
95641,201902240136,2,Not Reported
95642,201902240210,1,Not Reported
95643,201902240210,2,Not Reported
95644,201902240254,1,Not Reported
95645,201902240254,2,Not Reported
95646,201902240279,1,Not Reported
95647,201902240302,1,Not Reported
95648,201902240302,2,Not Reported
95649,201902240314,1,Distraction/Inattention
95650,201902240314,2,Not Reported
95651,201902240320,1,"Distracted by Outside Person, Object or Event"
95652,201902240320,2,Not Reported
95653,201902240323,1,Not Reported
95654,201902240355,1,Not Reported
95655,201902240373,1,Not Reported
95656,201902240373,2,Not Reported
95657,201902240404,1,Not Reported
95658,201902240412,1,Distraction/Inattention
95659,201902240424,1,Not Reported
95660,201902240441,1,Not Reported
95661,201902240441,2,Not Reported
95662,201902240470,1,Not Reported
95663,201902240582,1,Not Reported
95664,201902240582,2,Not Reported
95665,201902240601,1,Not Reported
95666,201902240601,2,Not Reported
95667,201902240701,1,No Driver Present/Unknown if Driver present
95668,201902240701,2,Not Reported
95669,201902240718,1,Not Reported
95670,201902240759,1,Not Reported
95671,201902240759,2,Not Reported
95672,201902240766,1,Not Reported
95673,201902240777,1,Distraction/Inattention
95674,201902240884,1,Not Distracted
95675,201902240893,1,Distraction/Inattention
95676,201902240893,2,Reported as Unknown if Distracted
95677,201902240911,1,Distraction/Inattention
95678,201902240915,1,Not Reported
95679,201902240957,1,Not Reported
95680,201902240957,2,Not Reported
95681,201902240961,1,Not Reported
95682,201902240971,1,Not Reported
95683,201902240983,1,Not Reported
95684,201902240983,2,Not Reported
95685,201902241048,1,Not Distracted
95686,201902241048,2,Not Distracted
95687,201902241048,3,Not Reported
95688,201902241070,1,Not Reported
95689,201902241091,1,Not Reported
95690,201902241091,2,Not Reported
95691,201902241095,1,Not Reported
95692,201902241120,1,Not Reported
95693,201902241120,2,Not Reported
95694,201902241125,1,Not Reported
95695,201902241125,2,Not Reported
95696,201902241131,1,Not Reported
95697,201902241131,2,Not Reported
95698,201902241136,1,Not Reported
95699,201902241136,2,Not Reported
95700,201902241151,1,Not Reported
95701,201902241151,2,Not Reported
95702,201902241158,1,Reported as Unknown if Distracted
95703,201902241158,2,Reported as Unknown if Distracted
95704,201902241176,1,Not Reported
95705,201902241176,2,Not Reported
95706,201902241178,1,Distraction/Inattention
95707,201902241191,1,Not Reported
95708,201902241191,2,Distraction/Inattention
95709,201902241218,1,Not Reported
95710,201902241218,2,Not Reported
95711,201902241218,3,Not Reported
95712,201902241218,4,Not Reported
95713,201902241254,1,Not Reported
95714,201902241254,2,Not Reported
95715,201902241341,1,Not Reported
95716,201902241416,1,Not Reported
95717,201902241445,1,"Distraction (Distracted), Details Unknown"
95718,201902241445,2,Not Reported
95719,201902241455,1,Not Reported
95720,201902241490,1,Not Reported
95721,201902241490,2,Not Reported
95722,201902241490,3,Not Reported
95723,201902241508,1,Not Reported
95724,201902241509,1,Not Reported
95725,201902241509,2,Not Reported
95726,201902241511,1,Not Reported
95727,201902241511,2,Not Reported
95728,201902241511,3,Not Reported
95729,201902241532,1,Distraction/Inattention
95730,201902241532,2,Not Reported
95731,201902241542,1,Not Reported
95732,201902241542,2,Not Reported
95733,201902241639,1,Distraction/Inattention
95734,201902241641,1,Not Reported
95735,201902241641,2,Not Reported
95736,201902241696,1,Not Reported
95737,201902241703,1,Not Reported
95738,201902241703,2,Not Reported
95739,201902243976,1,Not Reported
95740,201902243976,2,Not Reported
95741,201902244068,1,Not Reported
95742,201902244074,1,Distraction/Inattention
95743,201902244090,1,Not Reported
95744,201902244093,1,Not Reported
95745,201902244093,2,Distraction/Inattention
95746,201902244114,1,Not Reported
95747,201902244114,2,While Using or Reaching for Device/Object Brought into Vehicle
95748,201902244126,2,Not Reported
95749,201902244157,1,Not Reported
95750,201902244207,1,Distraction/Inattention
95751,201902244255,1,Not Reported
95752,201902244255,2,Not Reported
95753,201902244273,1,Distraction/Inattention
95754,201902244276,1,Not Reported
95755,201902244276,2,Not Reported
95756,201902244276,3,Not Reported
95757,201902244290,1,Not Reported
95758,201902244320,1,Not Reported
95759,201902244320,2,Not Reported
95760,201902244346,1,Not Reported
95761,201902244347,1,Distraction/Inattention
95762,201902244347,2,Distraction/Inattention
95763,201902244360,1,Not Reported
95764,201902244360,2,Not Reported
95765,201902244363,1,Not Reported
95766,201902244363,2,Distraction/Inattention
95767,201902244364,1,Not Reported
95768,201902244364,2,Distraction/Inattention
95769,201902244364,3,Distraction/Inattention
95770,201902244380,1,Not Reported
95771,201902244380,2,Not Reported
95772,201902244383,1,Not Reported
95773,201902244383,2,Not Reported
95774,201902244387,1,Not Reported
95775,201902244387,2,Not Reported
95776,201902244410,1,Not Reported
95777,201902244410,2,Not Reported
95778,201902244420,1,Not Reported
95779,201902244420,2,"Distracted by Outside Person, Object or Event"
95780,201902244431,1,Not Reported
95781,201902244431,2,Not Reported
95782,201902244454,1,Not Reported
95783,201902244463,1,Not Reported
95784,201902244463,2,Not Reported
95785,201902244467,1,"Inattention (Inattentive), Details Unknown"
95786,201902244467,2,Not Distracted
95787,201902244473,1,Not Reported
95788,201902244482,1,Not Reported
95789,201902244498,1,"Inattention (Inattentive), Details Unknown"
95790,201902244498,2,Not Distracted
95791,201902245571,1,Not Reported
95792,201902245571,2,Not Reported
95793,201902245571,3,Not Reported
95794,201902245571,4,Not Reported
95795,201902246433,1,Not Reported
95796,201902246433,2,Not Reported
95797,201902246448,1,Not Reported
95798,201902246448,2,Not Reported
95799,201902246463,1,Distraction/Inattention
95800,201902246463,2,Not Reported
95801,201902246472,1,Distraction/Inattention
95802,201902246499,1,Not Reported
95803,201902246499,2,Not Reported
95804,201902246504,1,Not Reported
95805,201902246515,1,Not Reported
95806,201902246515,2,Not Reported
95807,201902246613,1,Not Reported
95808,201902246613,2,Not Reported
95809,201902246622,1,Not Reported
95810,201902246637,1,Distraction/Inattention
95811,201902246665,1,Distraction/Inattention
95812,201902246665,2,Not Reported
95813,201902246754,1,Not Reported
95814,201902246815,1,Not Reported
95815,201902246832,1,Distraction/Inattention
95816,201902246873,1,Not Reported
95817,201902246876,1,Distraction/Inattention
95818,201902246925,1,Not Reported
95819,201902246925,2,Not Reported
95820,201902246996,1,Not Reported
95821,201902246996,2,Not Reported
95822,201902247007,1,Not Reported
95823,201902247008,1,Not Reported
95824,201902247009,1,Not Reported
95825,201902247013,1,Not Reported
95826,201902247016,1,Not Reported
95827,201902247017,1,Not Reported
95828,201902247018,1,Not Reported
95829,201902247020,1,Not Reported
95830,201902247023,1,Not Reported
95831,201902247027,1,Not Reported
95832,201902247032,1,Not Reported
95833,201902247032,2,Not Reported
95834,201902247039,1,Not Reported
95835,201902247046,1,Not Reported
95836,201902247046,2,Not Reported
95837,201902247067,1,Not Reported
95838,201902247067,2,Not Reported
95839,201902247070,1,Not Reported
95840,201902247088,1,Distraction/Inattention
95841,201902247088,2,Not Reported
95842,201902247108,1,Not Reported
95843,201902247108,2,Not Reported
95844,201902247114,1,Not Reported
95845,201902247114,2,Reported as Unknown if Distracted
95846,201902247128,1,Not Reported
95847,201902247128,2,Not Reported
95848,201902247134,1,Not Reported
95849,201902247134,2,Distraction/Inattention
95850,201902247142,2,Reported as Unknown if Distracted
95851,201902247159,1,Not Reported
95852,201902247159,2,Not Reported
95853,201902247175,1,Distraction/Inattention
95854,201902247193,1,Not Reported
95855,201902247193,2,Not Reported
95856,201902247199,1,Not Reported
95857,201902247199,2,Not Reported
95858,201902249181,1,Not Reported
95859,201902249181,2,Not Reported
95860,201902249191,1,"Inattention (Inattentive), Details Unknown"
95861,201902249203,1,Not Distracted
95862,201902249941,1,Not Reported
95863,201902249941,2,Not Reported
95864,201902250770,1,Not Distracted
95865,201902250770,2,Not Distracted
95866,201902250804,1,Not Reported
95867,201902250805,1,Not Reported
95868,201902250805,2,Not Distracted
95869,201902253800,1,Not Reported
95870,201902253800,2,Not Reported
95871,201902253807,1,Not Reported
95872,201902253807,2,Not Reported
95873,201902254259,1,Not Reported
95874,201902254313,1,Not Reported
95875,201902254320,1,Not Reported
95876,201902254320,2,Not Reported
95877,201902254320,3,Not Reported
95878,201902254326,1,Not Reported
95879,201902254326,2,Not Reported
95880,201902254327,1,Not Reported
95881,201902254328,1,Not Reported
95882,201902254328,2,Not Reported
95883,201902254336,1,Not Reported
95884,201902254338,1,Not Reported
95885,201902254338,2,Not Reported
95886,201902254347,1,Not Reported
95887,201902254347,2,Not Reported
95888,201902254455,1,Not Reported
95889,201902254455,2,Not Reported
95890,201902254606,1,Not Reported
95891,201902254639,1,Not Reported
95892,201902254665,1,Distraction/Inattention
95893,201902254665,2,Not Reported
95894,201902254665,3,Not Reported
95895,201902254668,1,Distraction/Inattention
95896,201902254668,2,Not Reported
95897,201902254717,1,Not Reported
95898,201902254717,2,Not Reported
95899,201902254718,1,Distraction/Inattention
95900,201902254718,2,Not Reported
95901,201902254729,1,Not Distracted
95902,201902254729,2,Not Reported
95903,201902254729,3,Not Reported
95904,201902254732,1,Not Reported
95905,201902254807,1,Not Reported
95906,201902254815,1,Not Reported
95907,201902254815,2,Not Reported
95908,201902254831,1,Not Reported
95909,201902254831,2,Not Reported
95910,201902254834,1,Distraction/Inattention
95911,201902254834,2,Not Reported
95912,201902254844,1,Not Reported
95913,201902254879,1,Distraction/Inattention
95914,201902254879,2,No Driver Present/Unknown if Driver present
95915,201902254897,1,Not Reported
95916,201902254902,1,Not Reported
95917,201902254985,1,Not Reported
95918,201902254985,2,Not Reported
95919,201902255001,1,Distraction/Inattention
95920,201902255038,1,Not Reported
95921,201902255038,2,By Other Occupant(s)
95922,201902255040,2,Distraction/Inattention
95923,201902255050,1,Distraction/Inattention
95924,201902255050,2,Not Reported
95925,201902255058,1,Not Reported
95926,201902255058,2,Not Reported
95927,201902255059,1,Not Reported
95928,201902255059,2,Not Reported
95929,201902255079,1,Not Reported
95930,201902255084,1,Not Reported
95931,201902255084,2,Not Reported
95932,201902255084,3,Not Reported
95933,201902255089,1,Not Reported
95934,201902255089,2,Not Reported
95935,201902255163,1,Not Reported
95936,201902255163,2,Distraction/Inattention
95937,201902255209,1,Not Reported
95938,201902255209,2,Not Reported
95939,201902255210,1,Not Reported
95940,201902255210,2,Not Reported
95941,201902255212,1,Not Reported
95942,201902255221,1,Not Reported
95943,201902255222,1,Not Reported
95944,201902255222,2,Not Reported
95945,201902255233,1,Not Reported
95946,201902255233,2,Not Reported
95947,201902255248,1,Not Reported
95948,201902255248,2,Not Reported
95949,201902255251,1,Not Reported
95950,201902255251,2,Distraction/Inattention
95951,201902255254,1,Not Reported
95952,201902255254,2,Distraction/Inattention
95953,201902255255,1,Not Reported
95954,201902256493,1,Not Reported
95955,201902256493,2,Not Reported
95956,201902256597,1,Not Reported
95957,201902256597,2,Not Reported
95958,201902256617,1,Not Reported
95959,201902256617,2,Not Reported
95960,201902256636,1,Not Reported
95961,201902256636,2,Not Reported
95962,201902256642,1,Distraction/Inattention
95963,201902256642,2,Not Reported
95964,201902256838,1,Distraction/Inattention
95965,201902256838,2,Not Reported
95966,201902256838,3,Not Reported
95967,201902256846,1,Not Reported
95968,201902256846,2,Not Reported
95969,201902256846,3,"Distraction (Distracted), Details Unknown"
95970,201902256868,1,Not Reported
95971,201902256901,1,Not Reported
95972,201902256901,2,Not Reported
95973,201902256906,1,Not Reported
95974,201902256906,2,Not Reported
95975,201902256941,1,Not Reported
95976,201902256941,2,Not Reported
95977,201902256996,1,Not Reported
95978,201902257113,1,Not Reported
95979,201902257113,2,Not Reported
95980,201902257131,1,Not Reported
95981,201902257131,2,Not Reported
95982,201902257140,2,Not Reported
95983,201902257222,1,Not Reported
95984,201902257244,1,Not Reported
95985,201902257244,2,Not Reported
95986,201902257323,1,Not Reported
95987,201902257323,2,Not Reported
95988,201902257332,1,Not Reported
95989,201902257332,2,Distraction/Inattention
95990,201902257387,1,Not Reported
95991,201902257387,2,Not Reported
95992,201902257404,1,Not Reported
95993,201902257454,1,Not Reported
95994,201902257477,1,Distraction/Inattention
95995,201902257570,1,Distraction/Inattention
95996,201902257588,1,Not Reported
95997,201902257599,1,Not Reported
95998,201902257625,1,Not Reported
95999,201902257625,2,Not Reported
96000,201902257639,1,Distraction/Inattention
96001,201902257641,1,Distraction/Inattention
96002,201902257641,2,Not Reported
96003,201902257642,2,Distraction/Inattention
96004,201902257664,1,Distraction/Inattention
96005,201902257664,2,Not Reported
96006,201902257807,1,Not Reported
96007,201902257807,2,Not Reported
96008,201902257831,1,Distraction/Inattention
96009,201902257832,1,Not Reported
96010,201902257832,2,Not Reported
96011,201902257837,1,Not Reported
96012,201902257841,1,Not Reported
96013,201902257844,1,Distraction/Inattention
96014,201902257847,1,Not Reported
96015,201902257847,2,Not Reported
96016,201902257848,1,Not Reported
96017,201902257853,1,Distraction/Inattention
96018,201902257859,1,Not Reported
96019,201902257859,2,Not Reported
96020,201902257863,2,Not Reported
96021,201902257885,1,Not Reported
96022,201902257885,2,Not Reported
96023,201902257885,3,Not Reported
96024,201902257885,4,Not Reported
96025,201902257889,1,"Distracted by Outside Person, Object or Event"
96026,201902257890,1,Not Reported
96027,201902257891,1,Not Reported
96028,201902257891,2,Not Reported
96029,201902257892,1,"Distraction (Distracted), Details Unknown"
96030,201902257892,2,Not Reported
96031,201902257993,1,Not Reported
96032,201902258019,1,Not Reported
96033,201902258019,2,Not Reported
96034,201902258032,1,Not Reported
96035,201902258032,2,Not Reported
96036,201902258059,1,Not Reported
96037,201902258059,2,Not Reported
96038,201902258098,1,Not Reported
96039,201902258098,2,Not Reported
96040,201902258121,1,Not Reported
96041,201902258121,2,Not Reported
96042,201902258121,3,Not Reported
96043,201902258133,1,Distraction/Inattention
96044,201902258133,2,Not Reported
96045,201902258186,1,Not Reported
96046,201902258186,2,Not Reported
96047,201902258220,1,Not Reported
96048,201902258278,1,Not Reported
96049,201902258278,2,Not Reported
96050,201902258292,1,Not Reported
96051,201902258292,2,Not Reported
96052,201902258312,1,Not Reported
96053,201902258312,2,Not Reported
96054,201902260092,1,Not Reported
96055,201902260187,1,Not Reported
96056,201902260190,1,Not Reported
96057,201902260190,2,Not Reported
96058,201902260269,1,Not Reported
96059,201902260269,2,Not Reported
96060,201902260302,1,Not Reported
96061,201902260302,2,Not Reported
96062,201902260410,1,Not Reported
96063,201902260443,1,Not Reported
96064,201902260443,2,Not Reported
96065,201902262776,2,Not Reported
96066,201902262805,1,Not Reported
96067,201902262805,2,Not Reported
96068,201902262838,1,Not Reported
96069,201902262874,1,Not Reported
96070,201902262874,2,Not Reported
96071,201902262917,1,Reported as Unknown if Distracted
96072,201902262917,2,Not Reported
96073,201902262940,1,Not Reported
96074,201902262940,2,Not Reported
96075,201902263070,1,Distraction/Inattention
96076,201902263165,1,Distraction/Inattention
96077,201902263165,2,Distraction/Inattention
96078,201902263177,1,Not Reported
96079,201902263192,1,Distraction/Inattention
96080,201902263192,2,Distraction/Inattention
96081,201902263226,1,Distraction/Inattention
96082,201902263230,1,Not Reported
96083,201902263243,1,"Distraction (Distracted), Details Unknown"
96084,201902263243,2,Not Distracted
96085,201902263243,3,Not Distracted
96086,201902263254,1,Not Reported
96087,201902263258,1,Not Reported
96088,201902263262,1,Not Reported
96089,201902263265,1,Not Distracted
96090,201902263265,2,Not Reported
96091,201902263269,1,Not Reported
96092,201902263269,2,Not Reported
96093,201902263270,1,Not Reported
96094,201902263276,1,Not Distracted
96095,201902263277,1,Not Reported
96096,201902263277,2,Not Reported
96097,201902263298,1,Not Reported
96098,201902263298,2,Not Reported
96099,201902263311,1,Not Reported
96100,201902263331,1,Not Reported
96101,201902263331,2,Not Reported
96102,201902263332,1,Distraction/Inattention
96103,201902263332,2,Not Reported
96104,201902263338,1,Not Reported
96105,201902263338,2,Not Reported
96106,201902263371,1,Not Reported
96107,201902263371,2,Not Reported
96108,201902263380,1,Other Distraction [Specify:]
96109,201902263380,2,Not Reported
96110,201902263384,1,Not Distracted
96111,201902263384,2,Not Distracted
96112,201902263384,3,Not Distracted
96113,201902263405,1,Not Reported
96114,201902263405,2,Not Reported
96115,201902263405,3,Not Reported
96116,201902263405,4,Not Reported
96117,201902263405,5,Not Reported
96118,201902264386,1,Not Distracted
96119,201902264386,2,Not Distracted
96120,201902264386,3,Not Distracted
96121,201902271166,1,Not Reported
96122,201902271167,1,Not Reported
96123,201902271168,1,Not Reported
96124,201902271198,1,Not Reported
96125,201902271198,2,Not Reported
96126,201902271202,1,Not Reported
96127,201902271202,2,Not Reported
96128,201902271211,1,Not Reported
96129,201902271211,2,Not Reported
96130,201902271225,1,Not Reported
96131,201902271225,2,Distraction/Inattention
96132,201902271252,1,Not Distracted
96133,201902271252,2,Not Distracted
96134,201902271257,1,Not Distracted
96135,201902271262,1,Not Distracted
96136,201902271265,1,Not Distracted
96137,201902271268,1,Not Distracted
96138,201902271270,1,Not Distracted
96139,201902271270,2,Not Distracted
96140,201902271276,1,Not Distracted
96141,201902271282,1,Not Distracted
96142,201902271282,2,Not Distracted
96143,201902271285,1,Not Distracted
96144,201902271285,2,Not Distracted
96145,201902271296,1,Not Reported
96146,201902271296,2,Not Reported
96147,201902271298,1,Not Reported
96148,201902271298,2,Not Reported
96149,201902271389,1,Distraction/Inattention
96150,201902271390,1,Not Reported
96151,201902271390,2,Not Reported
96152,201902271392,1,Not Reported
96153,201902271393,1,Not Reported
96154,201902271404,1,Not Reported
96155,201902271404,2,Not Distracted
96156,201902271424,1,Not Distracted
96157,201902271428,1,Not Reported
96158,201902271428,2,Not Reported
96159,201902271438,1,Not Reported
96160,201902271438,2,Not Reported
96161,201902271450,1,Not Reported
96162,201902271462,1,Reported as Unknown if Distracted
96163,201902271462,2,Not Reported
96164,201902271592,1,Not Reported
96165,201902271592,2,Not Reported
96166,201902271614,1,Not Reported
96167,201902271643,1,Not Reported
96168,201902271643,2,Distraction/Inattention
96169,201902271657,1,Not Reported
96170,201902271671,1,Not Reported
96171,201902271671,2,Not Reported
96172,201902271714,1,Reported as Unknown if Distracted
96173,201902271714,2,Reported as Unknown if Distracted
96174,201902271723,1,Not Reported
96175,201902271723,2,Not Reported
96176,201902271732,1,Not Reported
96177,201902271732,2,Not Reported
96178,201902271748,1,Not Reported
96179,201902271748,2,Not Reported
96180,201902271762,1,Not Reported
96181,201902271762,2,Not Reported
96182,201902271789,1,Not Reported
96183,201902271800,1,Not Reported
96184,201902271800,2,Not Reported
